time_s,neural_action,confidence,management_action,pmu_weights
2.559,ACCEPT,0.9999736353424289,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.579,ACCEPT,0.999958912387189,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.599,ACCEPT,0.9968135917702299,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.619,ACCEPT,0.9996045696698463,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.639,ACCEPT,0.9999205541770527,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.6590000000000003,ACCEPT,0.9999275278644865,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.6790000000000003,ACCEPT,0.9999997239058905,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.699,ACCEPT,0.9999933638745301,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.719,ACCEPT,0.999540906996836,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.739,ACCEPT,0.9999982829945979,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.759,ACCEPT,0.999995329355545,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.779,ACCEPT,0.9999082227235463,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.799,ACCEPT,0.9999632670461189,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.819,ACCEPT,0.9999774434916678,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.839,ACCEPT,0.9999970500329303,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.859,ACCEPT,0.9999266622660034,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.879,ACCEPT,0.9999752767683272,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.899,ACCEPT,0.9997115908954921,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.919,ACCEPT,0.998940207031691,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.939,ACCEPT,0.999974609065689,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.959,ACCEPT,0.9999018009632785,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.979,ACCEPT,0.9997426183543774,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
2.999,ACCEPT,0.9999936227042816,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.019,ACCEPT,0.9999993013732933,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.039,ACCEPT,0.9999993987100239,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.059,ACCEPT,0.9999995564911877,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.079,ACCEPT,0.999405744507891,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.099,ACCEPT,0.999862148319731,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.119,ACCEPT,0.9999936070918951,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.139,ACCEPT,0.9999291617967387,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.1590000000000003,ACCEPT,0.9998951383614719,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.1790000000000003,ACCEPT,0.9997051062573942,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
3.1990000000000003,ACCEPT,0.9999975596880072,ACCEPT ALL PMUs,"[1.0, 1.0, 1.0]"
