Time (s),TX Value,Duty Cycle,Reconstructed Value,Poll Samples
3.923000,0.809017,0.884047,0.768093,10280
3.924000,0.951057,0.968610,0.937221,10067
3.925000,1.000000,0.997256,0.994512,9839
3.926000,0.951057,0.974816,0.949632,10046
3.927000,0.809017,0.902293,0.804586,9856
3.928000,0.587785,0.779330,0.558659,10382
3.929000,0.309017,0.628518,0.257036,10660
3.930000,0.000000,0.478305,-0.043391,9933
3.931000,-0.309017,0.321952,-0.356097,9899
3.932000,-0.587785,0.191270,-0.617461,10263
3.933000,-0.809017,0.088097,-0.823807,10182
3.934000,-0.951057,0.021431,-0.957138,12552
3.935000,-1.000000,0.000955,-0.998091,11523
3.936000,-0.951057,0.020023,-0.959954,10388
3.937000,-0.809017,0.080519,-0.838962,10631
3.938000,-0.587785,0.182507,-0.634986,10690
3.939000,-0.309017,0.315943,-0.368114,9258
3.940000,-0.000000,0.458195,-0.083609,7248
3.941000,0.309017,0.609254,0.218509,8169
3.942000,0.587785,0.752174,0.504348,8740
3.943000,0.809017,0.890924,0.781848,9883
3.944000,0.951057,0.968264,0.936528,9516
3.945000,1.000000,0.997720,0.995441,10089
3.946000,0.951057,0.974000,0.948000,10000
3.947000,0.809017,0.897821,0.795643,9180
3.948000,0.587785,0.781397,0.562794,9977
3.949000,0.309017,0.626023,0.252046,11121
3.950000,0.000000,0.480979,-0.038043,11198
3.951000,-0.309017,0.312423,-0.375154,11398
3.952000,-0.587785,0.181075,-0.637850,11741
3.953000,-0.809017,0.088850,-0.822300,11480
3.954000,-0.951057,0.023639,-0.952723,11845
3.955000,-1.000000,0.000000,-1.000000,11942
3.956000,-0.951057,0.020924,-0.958152,11948
3.957000,-0.809017,0.082989,-0.834021,11869
3.958000,-0.587785,0.178119,-0.643763,11672
3.959000,-0.309017,0.311436,-0.377129,11508
3.960000,-0.000000,0.467544,-0.064912,11169
3.961000,0.309017,0.609814,0.219627,11046
3.962000,0.587785,0.768261,0.536522,10706
3.963000,0.809017,0.884416,0.768833,10633
3.964000,0.951057,0.968804,0.937607,10514
3.965000,1.000000,0.997328,0.994655,10478
3.966000,0.951057,0.973462,0.946923,10400
3.967000,0.809017,0.898691,0.797383,10621
3.968000,0.587785,0.777736,0.555473,10762
3.969000,0.309017,0.624393,0.248787,10716
3.970000,0.000000,0.467765,-0.064470,11292
3.971000,-0.309017,0.325962,-0.348076,11486
3.972000,-0.587785,0.187602,-0.624797,11695
3.973000,-0.809017,0.078719,-0.842561,11776
3.974000,-0.951057,0.024720,-0.950560,11974
3.975000,-1.000000,0.000000,-1.000000,12016
3.976000,-0.951057,0.020905,-0.958190,11959
3.977000,-0.809017,0.080268,-0.839464,11798
3.978000,-0.587785,0.185344,-0.629313,11681
3.979000,-0.309017,0.308061,-0.383878,11475
3.980000,-0.000000,0.464158,-0.071684,11188
3.981000,0.309017,0.610460,0.220921,11013
3.982000,0.587785,0.770230,0.540460,10776
3.983000,0.809017,0.879413,0.758825,10623
3.984000,0.951057,0.969228,0.938456,10464
3.985000,1.000000,0.998659,0.997319,10443
3.986000,0.951057,0.974444,0.948888,10565
3.987000,0.809017,0.893779,0.787559,10610
3.988000,0.587785,0.784429,0.568858,10725
3.989000,0.309017,0.631469,0.262937,10976
3.990000,0.000000,0.464747,-0.070505,11219
3.991000,-0.309017,0.324360,-0.351280,11404
3.992000,-0.587785,0.193355,-0.613290,11678
3.993000,-0.809017,0.085384,-0.829232,11337
3.994000,-0.951057,0.021243,-0.957514,11957
3.995000,-1.000000,0.000336,-0.999329,11922
3.996000,-0.951057,0.021077,-0.957845,11956
3.997000,-0.809017,0.083530,-0.832939,11840
3.998000,-0.587785,0.182122,-0.635756,11668
3.999000,-0.309017,0.309620,-0.380761,11175
4.000000,-0.000000,0.464610,-0.070781,11246
4.001000,0.309017,0.617070,0.234140,10908
4.002000,0.587785,0.763182,0.526365,10696
4.003000,0.809017,0.890372,0.780745,10636
4.004000,0.951057,0.962507,0.925013,11282
4.005000,1.000000,0.998668,0.997337,10514
4.006000,0.951057,0.975296,0.950591,10484
4.007000,0.809017,0.893835,0.787671,10625
4.008000,0.587785,0.775399,0.550797,10788
4.009000,0.309017,0.637084,0.274167,10986
4.010000,0.000000,0.465858,-0.068283,11218
4.011000,-0.309017,0.316842,-0.366316,11501
4.012000,-0.587785,0.193708,-0.612583,11698
4.013000,-0.809017,0.085360,-0.829281,11844
4.014000,-0.951057,0.020889,-0.958222,12016
4.015000,-1.000000,0.000996,-0.998008,12046
4.016000,-0.951057,0.021828,-0.956344,12003
4.017000,-0.809017,0.081063,-0.837874,11855
4.018000,-0.587785,0.183067,-0.633865,11717
4.019000,-0.309017,0.305092,-0.389816,11508
4.020000,-0.000000,0.466916,-0.066169,11244
4.021000,0.309017,0.617709,0.235417,10989
4.022000,0.587785,0.763679,0.527358,10600
4.023000,0.809017,0.887806,0.775612,10259
4.024000,0.951057,0.965669,0.931337,10020
4.025000,1.000000,1.000000,1.000000,9855
4.026000,0.951057,0.973412,0.946823,10230
4.027000,0.809017,0.894793,0.789586,45748
4.028000,0.587785,0.779541,0.559083,10206
4.029000,0.309017,0.631997,0.263994,25690
4.030000,0.000000,0.469177,-0.061646,10544
4.031000,-0.309017,0.322866,-0.354267,10955
4.032000,-0.587785,0.189972,-0.620055,11628
4.033000,-0.809017,0.086100,-0.827800,11777
4.034000,-0.951057,0.024034,-0.951931,11858
4.035000,-1.000000,0.000000,-1.000000,11975
4.036000,-0.951057,0.020931,-0.958139,11992
4.037000,-0.809017,0.085038,-0.829924,11536
4.038000,-0.587785,0.179265,-0.641469,11681
4.039000,-0.309017,0.315514,-0.368973,11448
4.040000,-0.000000,0.455322,-0.089356,11236
4.041000,0.309017,0.625652,0.251304,10931
4.042000,0.587785,0.758241,0.516481,10800
4.043000,0.809017,0.884996,0.769992,10617
4.044000,0.951057,0.969163,0.938327,10507
4.045000,1.000000,0.997418,0.994837,10459
4.046000,0.951057,0.974041,0.948081,10555
4.047000,0.809017,0.894176,0.788353,10612
4.048000,0.587785,0.783227,0.566453,10767
4.049000,0.309017,0.626813,0.253625,10965
4.050000,0.000000,0.464845,-0.070310,11236
4.051000,-0.309017,0.327723,-0.344554,11467
4.052000,-0.587785,0.188365,-0.623271,11637
4.053000,-0.809017,0.081609,-0.836783,11886
4.054000,-0.951057,0.024718,-0.950564,11975
4.055000,-1.000000,0.000000,-1.000000,12021
4.056000,-0.951057,0.020931,-0.958138,11944
4.057000,-0.809017,0.082611,-0.834778,11766
4.058000,-0.587785,0.185983,-0.628034,11700
4.059000,-0.309017,0.307024,-0.385953,11504
4.060000,-0.000000,0.466346,-0.067309,11217
4.061000,0.309017,0.609617,0.219234,11043
4.062000,0.587785,0.769822,0.539644,10796
4.063000,0.809017,0.881060,0.762120,10602
4.064000,0.951057,0.967770,0.935539,10518
4.065000,1.000000,0.998664,0.997327,10476
4.066000,0.951057,0.973068,0.946136,10508
4.067000,0.809017,0.898100,0.796200,10579
4.068000,0.587785,0.780569,0.561138,10787
4.069000,0.309017,0.623137,0.246274,11004
4.070000,0.000000,0.469511,-0.060978,11250
4.071000,-0.309017,0.328233,-0.343534,11437
4.072000,-0.587785,0.186251,-0.627498,11710
4.073000,-0.809017,0.083059,-0.833882,11847
4.074000,-0.951057,0.024797,-0.950406,11937
4.075000,-1.000000,0.000000,-1.000000,12057
4.076000,-0.951057,0.020786,-0.958427,11979
4.077000,-0.809017,0.082968,-0.834064,11860
4.078000,-0.587785,0.188514,-0.622972,11649
4.079000,-0.309017,0.305776,-0.388448,11479
4.080000,-0.000000,0.466963,-0.066073,11230
4.081000,0.309017,0.612352,0.224705,11010
4.082000,0.587785,0.771729,0.543458,10746
4.083000,0.809017,0.881362,0.762725,10629
4.084000,0.951057,0.967834,0.935668,10508
4.085000,1.000000,0.998757,0.997515,10461
4.086000,0.951057,0.974051,0.948102,10482
4.087000,0.809017,0.893854,0.787707,10608
4.088000,0.587785,0.783872,0.567743,10776
4.089000,0.309017,0.637777,0.275553,10938
4.090000,0.000000,0.465824,-0.068352,11236
4.091000,-0.309017,0.321382,-0.357237,11435
4.092000,-0.587785,0.194318,-0.611364,11651
4.093000,-0.809017,0.086112,-0.827776,11787
4.094000,-0.951057,0.021193,-0.957614,11938
4.095000,-1.000000,0.001003,-0.997994,11965
4.096000,-0.951057,0.020938,-0.958124,11940
4.097000,-0.809017,0.083114,-0.833771,11803
4.098000,-0.587785,0.188164,-0.623672,11676
4.099000,-0.309017,0.300138,-0.399723,12281
4.100000,-0.000000,0.468258,-0.063485,11231
4.101000,0.309017,0.610340,0.220680,11025
4.102000,0.587785,0.770165,0.540330,10786
4.103000,0.809017,0.884485,0.768970,10622
4.104000,0.951057,0.969971,0.939942,10290
4.105000,1.000000,0.997328,0.994655,10478
4.106000,0.951057,0.973156,0.946311,10505
4.107000,0.809017,0.899001,0.798003,10614
4.108000,0.587785,0.783940,0.567880,10710
4.109000,0.309017,0.623127,0.246253,11009
4.110000,0.000000,0.475923,-0.048153,11235
4.111000,-0.309017,0.328409,-0.343182,11440
4.112000,-0.587785,0.180942,-0.638116,11722
4.113000,-0.809017,0.087886,-0.824228,11879
4.114000,-0.951057,0.021799,-0.956402,11606
4.115000,-1.000000,0.000936,-0.998128,11755
4.116000,-0.951057,0.022025,-0.955949,11396
4.117000,-0.809017,0.081545,-0.836910,10718
4.118000,-0.587785,0.182079,-0.635842,11506
4.119000,-0.309017,0.318879,-0.362242,10954
4.120000,-0.000000,0.457860,-0.084281,11082
4.121000,0.309017,0.625286,0.250572,11801
4.122000,0.587785,0.767519,0.535038,9975
4.123000,0.809017,0.879791,0.759582,9941
4.124000,0.951057,0.965024,0.930047,9778
4.125000,1.000000,0.997218,0.994436,9346
4.126000,0.951057,0.974938,0.949876,10494
4.127000,0.809017,0.894966,0.789933,10549
4.128000,0.587785,0.779644,0.559287,10778
4.129000,0.309017,0.638995,0.277991,10950
4.130000,0.000000,0.465938,-0.068123,11259
4.131000,-0.309017,0.314704,-0.370593,11487
4.132000,-0.587785,0.193975,-0.612050,11651
4.133000,-0.809017,0.086162,-0.827677,11815
4.134000,-0.951057,0.020807,-0.958385,12015
4.135000,-1.000000,0.000918,-0.998163,11978
4.136000,-0.951057,0.022012,-0.955976,11948
4.137000,-0.809017,0.082048,-0.835904,11798
4.138000,-0.587785,0.183507,-0.632985,11678
4.139000,-0.309017,0.313804,-0.372392,11453
4.140000,-0.000000,0.461442,-0.077116,11191
4.141000,0.309017,0.618433,0.236866,11002
4.142000,0.587785,0.760519,0.521038,10790
4.143000,0.809017,0.889758,0.779516,10613
4.144000,0.951057,0.964189,0.928379,10388
4.145000,1.000000,0.998668,0.997336,10511
4.146000,0.951057,0.973160,0.946320,10544
4.147000,0.809017,0.898981,0.797963,10602
4.148000,0.587785,0.777281,0.554562,10731
4.149000,0.309017,0.625978,0.251956,10994
4.150000,0.000000,0.481595,-0.036811,11138
4.151000,-0.309017,0.318394,-0.363212,11357
4.152000,-0.587785,0.182621,-0.634759,11669
4.153000,-0.809017,0.090533,-0.818935,11830
4.154000,-0.951057,0.021936,-0.956129,11944
4.155000,-1.000000,0.000000,-1.000000,11910
4.156000,-0.951057,0.020976,-0.958048,11966
4.157000,-0.809017,0.085830,-0.828340,11849
4.158000,-0.587785,0.179472,-0.641056,11701
4.159000,-0.309017,0.316319,-0.367361,11422
4.160000,-0.000000,0.451996,-0.096007,11270
4.161000,0.309017,0.625897,0.251795,11005
4.162000,0.587785,0.761838,0.523677,10770
4.163000,0.809017,0.888220,0.776440,10628
4.164000,0.951057,0.965887,0.931775,10524
4.165000,1.000000,0.998663,0.997326,10470
4.166000,0.951057,0.974232,0.948463,10478
4.167000,0.809017,0.897421,0.794843,10626
4.168000,0.587785,0.771704,0.543408,10793
4.169000,0.309017,0.635660,0.271321,10987
4.170000,0.000000,0.476879,-0.046242,11202
4.171000,-0.309017,0.311436,-0.377129,11508
4.172000,-0.587785,0.192581,-0.614839,11699
4.173000,-0.809017,0.083397,-0.833205,11691
4.174000,-0.951057,0.024742,-0.950516,12004
4.175000,-1.000000,0.000000,-1.000000,12035
4.176000,-0.951057,0.020939,-0.958121,11987
4.177000,-0.809017,0.082813,-0.834373,11858
4.178000,-0.587785,0.187116,-0.625769,11704
4.179000,-0.309017,0.305512,-0.388976,11502
4.180000,-0.000000,0.464584,-0.070831,11238
4.181000,0.309017,0.612133,0.224267,10978
4.182000,0.587785,0.769851,0.539702,10793
4.183000,0.809017,0.879093,0.758186,10628
4.184000,0.951057,0.969056,0.938113,10503
4.185000,1.000000,0.997787,0.995574,10392
4.186000,0.951057,0.972677,0.945354,10504
4.187000,0.809017,0.898802,0.797604,10603
4.188000,0.587785,0.779372,0.558744,10733
4.189000,0.309017,0.623704,0.247408,10994
4.190000,0.000000,0.473595,-0.052810,11210
4.191000,-0.309017,0.328061,-0.343878,11443
4.192000,-0.587785,0.184125,-0.631751,11628
4.193000,-0.809017,0.086339,-0.827321,11837
4.194000,-0.951057,0.027088,-0.945823,12773
4.195000,-1.000000,0.000000,-1.000000,11989
4.196000,-0.951057,0.020945,-0.958109,11888
4.197000,-0.809017,0.083164,-0.833671,11832
4.198000,-0.587785,0.182457,-0.635085,11663
4.199000,-0.309017,0.320508,-0.358983,11410
4.200000,-0.000000,0.453542,-0.092916,11236
4.201000,0.309017,0.623931,0.247862,10990
4.202000,0.587785,0.760082,0.520163,10787
4.203000,0.809017,0.889214,0.778429,10579
4.204000,0.951057,0.964238,0.928476,10514
4.205000,1.000000,0.998663,0.997325,10468
4.206000,0.951057,0.973998,0.947995,10499
4.207000,0.809017,0.897458,0.794915,10581
4.208000,0.587785,0.772584,0.545168,10782
4.209000,0.309017,0.639388,0.278775,10973
4.210000,0.000000,0.467697,-0.064605,11191
4.211000,-0.309017,0.313387,-0.373225,11481
4.212000,-0.587785,0.194475,-0.611049,11657
4.213000,-0.809017,0.085830,-0.828340,11849
4.214000,-0.951057,0.020635,-0.958730,11437
4.215000,-1.000000,0.000913,-0.998173,12042
4.216000,-0.951057,0.020701,-0.958599,12705
4.217000,-0.809017,0.083591,-0.832818,11317
4.218000,-0.587785,0.185464,-0.629072,13016
4.219000,-0.309017,0.307628,-0.384744,10763
4.220000,-0.000000,0.471883,-0.056234,9994
4.221000,0.309017,0.624666,0.249333,18357
4.222000,0.587785,0.762489,0.524978,10109
4.223000,0.809017,0.880801,0.761603,9782
4.224000,0.951057,0.968561,0.937121,20802
4.225000,1.000000,0.998049,0.996098,10250
4.226000,0.951057,0.975194,0.950388,9917
4.227000,0.809017,0.899407,0.798814,10627
4.228000,0.587785,0.777788,0.555576,10787
4.229000,0.309017,0.623057,0.246113,10999
4.230000,0.000000,0.480363,-0.039274,11127
4.231000,-0.309017,0.326573,-0.346854,11489
4.232000,-0.587785,0.180615,-0.638770,11710
4.233000,-0.809017,0.089130,-0.821740,11803
4.234000,-0.951057,0.024808,-0.950384,11972
4.235000,-1.000000,0.000000,-1.000000,11996
4.236000,-0.951057,0.020757,-0.958486,11996
4.237000,-0.809017,0.085321,-0.829358,11697
4.238000,-0.587785,0.186481,-0.627038,11776
4.239000,-0.309017,0.305969,-0.388061,11475
4.240000,-0.000000,0.467611,-0.064778,11223
4.241000,0.309017,0.615117,0.230234,10915
4.242000,0.587785,0.767009,0.534019,10700
4.243000,0.809017,0.882403,0.764806,10621
4.244000,0.951057,0.968013,0.936026,10473
4.245000,1.000000,0.998813,0.997626,10950
4.246000,0.951057,0.974359,0.948718,10491
4.247000,0.809017,0.894132,0.788264,10617
4.248000,0.587785,0.782087,0.564175,10674
4.249000,0.309017,0.633643,0.267285,10992
4.250000,0.000000,0.466816,-0.066369,11180
4.251000,-0.309017,0.318839,-0.362321,11476
4.252000,-0.587785,0.195025,-0.609950,11578
4.253000,-0.809017,0.084842,-0.830316,11987
4.254000,-0.951057,0.021798,-0.956404,11836
4.255000,-1.000000,0.000000,-1.000000,11817
4.256000,-0.951057,0.020816,-0.958368,12010
4.257000,-0.809017,0.082603,-0.834794,11864
4.258000,-0.587785,0.184402,-0.631196,11681
4.259000,-0.309017,0.310806,-0.378388,11438
4.260000,-0.000000,0.464254,-0.071492,11246
4.261000,0.309017,0.609860,0.219720,11014
4.262000,0.587785,0.770171,0.540343,10795
4.263000,0.809017,0.884195,0.768389,10604
4.264000,0.951057,0.967586,0.935171,10520
4.265000,1.000000,0.998664,0.997328,10478
4.266000,0.951057,0.972653,0.945305,10458
4.267000,0.809017,0.896931,0.793863,10624
4.268000,0.587785,0.780024,0.560048,10783
4.269000,0.309017,0.623240,0.246480,11007
4.270000,0.000000,0.472998,-0.054003,11203
4.271000,-0.309017,0.327468,-0.345065,11479
4.272000,-0.587785,0.184822,-0.630357,11714
4.273000,-0.809017,0.084596,-0.830808,11880
4.274000,-0.951057,0.024810,-0.950380,11971
4.275000,-1.000000,0.000000,-1.000000,12052
4.276000,-0.951057,0.020904,-0.958191,12007
4.277000,-0.809017,0.082458,-0.835084,11897
4.278000,-0.587785,0.179397,-0.641206,10775
4.279000,-0.309017,0.309305,-0.381390,11542
4.280000,-0.000000,0.462592,-0.074815,11241
4.281000,0.309017,0.614394,0.228788,10949
4.282000,0.587785,0.770015,0.540030,10792
4.283000,0.809017,0.884268,0.768536,10628
4.284000,0.951057,0.968741,0.937482,10493
4.285000,1.000000,0.997790,0.995579,10405
4.286000,0.951057,0.972667,0.945333,10500
4.287000,0.809017,0.898850,0.797700,10608
4.288000,0.587785,0.778149,0.556298,10773
4.289000,0.309017,0.634465,0.268930,11780
4.290000,0.000000,0.476609,-0.046782,11265
4.291000,-0.309017,0.327714,-0.344572,11449
4.292000,-0.587785,0.184263,-0.631475,11641
4.293000,-0.809017,0.086134,-0.827733,11784
4.294000,-0.951057,0.024546,-0.950909,11937
4.295000,-1.000000,0.000000,-1.000000,11924
4.296000,-0.951057,0.021047,-0.957905,11878
4.297000,-0.809017,0.085835,-0.828330,11825
4.298000,-0.587785,0.179496,-0.641008,11666
4.299000,-0.309017,0.315036,-0.369928,11459
4.300000,-0.000000,0.465010,-0.069979,11189
4.301000,0.309017,0.615203,0.230406,11011
4.302000,0.587785,0.766670,0.533340,10783
4.303000,0.809017,0.884953,0.769906,10587
4.304000,0.951057,0.969547,0.939094,10508
4.305000,1.000000,0.997326,0.994651,10470
4.306000,0.951057,0.972926,0.945853,10453
4.307000,0.809017,0.903197,0.806394,10041
4.308000,0.587785,0.779383,0.558766,14260
4.309000,0.309017,0.630932,0.261863,9757
4.310000,0.000000,0.477392,-0.045216,10859
4.311000,-0.309017,0.317922,-0.364156,10663
4.312000,-0.587785,0.196273,-0.607455,11000
4.313000,-0.809017,0.089898,-0.820204,10612
4.314000,-0.951057,0.021060,-0.957880,11681
4.315000,-1.000000,0.000390,-0.999220,23079
4.316000,-0.951057,0.020553,-0.958894,10704
4.317000,-0.809017,0.084448,-0.831103,11285
4.318000,-0.587785,0.181629,-0.636742,11529
4.319000,-0.309017,0.306478,-0.387044,11022
4.320000,-0.000000,0.461872,-0.076255,11291
4.321000,0.309017,0.623566,0.247131,11067
4.322000,0.587785,0.759408,0.518816,10815
4.323000,0.809017,0.885725,0.771450,10571
4.324000,0.951057,0.967757,0.935514,10545
4.325000,1.000000,0.998664,0.997328,10478
4.326000,0.951057,0.974198,0.948396,10503
4.327000,0.809017,0.897642,0.795283,10600
4.328000,0.587785,0.771695,0.543389,10740
4.329000,0.309017,0.626590,0.253181,11004
4.330000,0.000000,0.481287,-0.037426,11222
4.331000,-0.309017,0.315366,-0.369267,11447
4.332000,-0.587785,0.184622,-0.630756,11640
4.333000,-0.809017,0.090473,-0.819055,11661
4.334000,-0.951057,0.021454,-0.957091,11606
4.335000,-1.000000,0.000000,-1.000000,12013
4.336000,-0.951057,0.021019,-0.957961,11989
4.337000,-0.809017,0.083207,-0.833586,11874
4.338000,-0.587785,0.182349,-0.635301,11637
4.339000,-0.309017,0.320980,-0.358040,11468
4.340000,-0.000000,0.451662,-0.096677,11254
4.341000,0.309017,0.625512,0.251024,10991
4.342000,0.587785,0.758832,0.517665,10756
4.343000,0.809017,0.889527,0.779054,10618
4.344000,0.951057,0.964333,0.928667,10514
4.345000,1.000000,0.998662,0.997324,10463
4.346000,0.951057,0.974126,0.948253,10474
4.347000,0.809017,0.897228,0.794456,10606
4.348000,0.587785,0.772049,0.544097,10783
4.349000,0.309017,0.636305,0.272611,10935
4.350000,0.000000,0.476046,-0.047908,11209
4.351000,-0.309017,0.311682,-0.376637,11454
4.352000,-0.587785,0.194194,-0.611612,11643
4.353000,-0.809017,0.086388,-0.827223,11784
4.354000,-0.951057,0.020368,-0.959264,11636
4.355000,-1.000000,0.001008,-0.997985,11908
4.356000,-0.951057,0.021852,-0.956296,11944
4.357000,-0.809017,0.082796,-0.834408,11788
4.358000,-0.587785,0.181748,-0.636504,11692
4.359000,-0.309017,0.320699,-0.358603,11450
4.360000,-0.000000,0.453961,-0.092077,11208
4.361000,0.309017,0.625296,0.250591,10990
4.362000,0.587785,0.760256,0.520511,10799
4.363000,0.809017,0.889266,0.778531,10620
4.364000,0.951057,0.964095,0.928189,10472
4.365000,1.000000,0.998664,0.997328,10478
4.366000,0.951057,0.974090,0.948181,10498
4.367000,0.809017,0.897680,0.795360,10604
4.368000,0.587785,0.771487,0.542974,10739
4.369000,0.309017,0.637746,0.275492,10984
4.370000,0.000000,0.467266,-0.065469,11242
4.371000,-0.309017,0.314041,-0.371918,11438
4.372000,-0.587785,0.193670,-0.612660,11690
4.373000,-0.809017,0.085847,-0.828307,11870
4.374000,-0.951057,0.020833,-0.958333,12000
4.375000,-1.000000,0.001000,-0.997999,11995
4.376000,-0.951057,0.021837,-0.956326,11998
4.377000,-0.809017,0.081609,-0.836783,11886
4.378000,-0.587785,0.183153,-0.633695,11717
4.379000,-0.309017,0.311680,-0.376639,11438
4.380000,-0.000000,0.460999,-0.078002,11269
4.381000,0.309017,0.613690,0.227380,11030
4.382000,0.587785,0.759208,0.518416,10806
4.383000,0.809017,0.888868,0.777736,10582
4.384000,0.951057,0.967763,0.935527,10516
4.385000,1.000000,0.996578,0.993155,11103
4.386000,0.951057,0.972650,0.945299,10530
4.387000,0.809017,0.898917,0.797833,10615
4.388000,0.587785,0.777685,0.555370,10773
4.389000,0.309017,0.623466,0.246933,11003
4.390000,0.000000,0.476152,-0.047696,11196
4.391000,-0.309017,0.326968,-0.346063,11469
4.392000,-0.587785,0.183117,-0.633767,11692
4.393000,-0.809017,0.086542,-0.826917,11844
4.394000,-0.951057,0.024543,-0.950913,11938
4.395000,-1.000000,0.000000,-1.000000,11999
4.396000,-0.951057,0.020650,-0.958699,11961
4.397000,-0.809017,0.086191,-0.827618,11811
4.398000,-0.587785,0.183882,-0.632235,11627
4.399000,-0.309017,0.307431,-0.385138,11183
4.400000,-0.000000,0.463417,-0.073166,11139
4.401000,0.309017,0.611917,0.223834,10892
4.402000,0.587785,0.761055,0.522111,10651
4.403000,0.809017,0.889578,0.779156,9998
4.404000,0.951057,0.969806,0.939611,10035
4.405000,1.000000,0.998099,0.996198,9994
4.406000,0.951057,0.973159,0.946318,10022
4.407000,0.809017,0.909403,0.818805,10210
4.408000,0.587785,0.780366,0.560732,9616
4.409000,0.309017,0.637144,0.274288,13978
4.410000,0.000000,0.482307,-0.035386,10230
4.411000,-0.309017,0.339223,-0.321555,9339
4.412000,-0.587785,0.205470,-0.589060,5704
4.413000,-0.809017,0.086697,-0.826606,9712
4.414000,-0.951057,0.024756,-0.950489,12684
4.415000,-1.000000,0.000000,-1.000000,10830
4.416000,-0.951057,0.021491,-0.957018,11028
4.417000,-0.809017,0.081819,-0.836362,11831
4.418000,-0.587785,0.185363,-0.629273,11437
4.419000,-0.309017,0.311773,-0.376454,11518
4.420000,-0.000000,0.459835,-0.080331,11241
4.421000,0.309017,0.609811,0.219622,10682
4.422000,0.587785,0.765951,0.531903,10626
4.423000,0.809017,0.884710,0.769419,10608
4.424000,0.951057,0.969068,0.938136,10507
4.425000,1.000000,0.997314,0.994627,10423
4.426000,0.951057,0.972835,0.945670,10381
4.427000,0.809017,0.898663,0.797325,10618
4.428000,0.587785,0.777798,0.555597,10783
4.429000,0.309017,0.624082,0.248163,10888
4.430000,0.000000,0.466856,-0.066289,11284
4.431000,-0.309017,0.325533,-0.348934,11538
4.432000,-0.587785,0.193678,-0.612644,11705
4.433000,-0.809017,0.083847,-0.832306,11843
4.434000,-0.951057,0.022901,-0.954197,12008
4.435000,-1.000000,0.000000,-1.000000,11947
4.436000,-0.951057,0.021063,-0.957874,11964
4.437000,-0.809017,0.082248,-0.835504,11903
4.438000,-0.587785,0.187735,-0.624530,11708
4.439000,-0.309017,0.305406,-0.389188,11506
4.440000,-0.000000,0.467435,-0.065130,11193
4.441000,0.309017,0.613523,0.227046,11033
4.442000,0.587785,0.766172,0.532345,10790
4.443000,0.809017,0.882863,0.765725,10620
4.444000,0.951057,0.967560,0.935121,10481
4.445000,1.000000,0.998759,0.997517,10473
4.446000,0.951057,0.974098,0.948195,10501
4.447000,0.809017,0.893718,0.787435,10585
4.448000,0.587785,0.782391,0.564781,10767
4.449000,0.309017,0.630338,0.260676,10983
4.450000,0.000000,0.464992,-0.070016,11226
4.451000,-0.309017,0.328571,-0.342857,11410
4.452000,-0.587785,0.187955,-0.624090,11673
4.453000,-0.809017,0.081855,-0.836290,11838
4.454000,-0.951057,0.024881,-0.950239,11937
4.455000,-1.000000,0.000000,-1.000000,11944
4.456000,-0.951057,0.020961,-0.958078,11927
4.457000,-0.809017,0.082854,-0.834292,11828
4.458000,-0.587785,0.187183,-0.625634,11625
4.459000,-0.309017,0.307330,-0.385339,11473
4.460000,-0.000000,0.465686,-0.068627,11220
4.461000,0.309017,0.609758,0.219517,11006
4.462000,0.587785,0.764840,0.529680,10984
4.463000,0.809017,0.883252,0.766503,10801
4.464000,0.951057,0.968066,0.936132,10459
4.465000,1.000000,0.998747,0.997494,10374
4.466000,0.951057,0.974032,0.948064,10436
4.467000,0.809017,0.894415,0.788829,10617
4.468000,0.587785,0.783231,0.566462,10758
4.469000,0.309017,0.632618,0.265236,10534
4.470000,0.000000,0.464677,-0.070646,11225
4.471000,-0.309017,0.316992,-0.366015,11464
4.472000,-0.587785,0.194413,-0.611174,11527
4.473000,-0.809017,0.086188,-0.827624,11707
4.474000,-0.951057,0.020567,-0.958866,11961
4.475000,-1.000000,0.001000,-0.998000,12001
4.476000,-0.951057,0.021134,-0.957731,11829
4.477000,-0.809017,0.082222,-0.835557,11919
4.478000,-0.587785,0.183143,-0.633713,11663
4.479000,-0.309017,0.308375,-0.383251,11499
4.480000,-0.000000,0.451432,-0.097135,12148
4.481000,0.309017,0.613468,0.226936,11078
4.482000,0.587785,0.759878,0.519756,10807
4.483000,0.809017,0.889453,0.778907,10629
4.484000,0.951057,0.964071,0.928143,10493
4.485000,1.000000,0.998665,0.997330,10486
4.486000,0.951057,0.974112,0.948225,10507
4.487000,0.809017,0.893711,0.787422,10622
4.488000,0.587785,0.772710,0.545421,10744
4.489000,0.309017,0.638290,0.276580,10995
4.490000,0.000000,0.463753,-0.072495,11256
4.491000,-0.309017,0.316343,-0.367313,11497
4.492000,-0.587785,0.194671,-0.610657,11635
4.493000,-0.809017,0.085786,-0.828427,11890
4.494000,-0.951057,0.020927,-0.958146,11994
4.495000,-1.000000,0.001001,-0.997998,11990
4.496000,-0.951057,0.022029,-0.955941,11984
4.497000,-0.809017,0.081880,-0.836240,11871
4.498000,-0.587785,0.183248,-0.633504,11700
4.499000,-0.309017,0.305888,-0.388225,11380
4.500000,-0.000000,0.467935,-0.064130,11196
4.501000,0.309017,0.613324,0.226649,10492
4.502000,0.587785,0.769954,0.539908,9998
